,Tiktoker name,Tiktok name,Followers,Views avg.,Likes avg,Comments avg.,Shares avg,red_social
281,nianaguerrero,Niana Guerrero,30500000.0,3200000.0,493000.0,2700.0,1700.0,TikTok
282,benoftheweek,ben de almeida,10600000.0,3500000.0,512800.0,3100.0,722.0,TikTok
283,maiaknight,Maia Knight,8100000.0,3500000.0,628800.0,2500.0,647.0,TikTok
284,theovon,Theo Von,1400000.0,2400000.0,230600.0,2700.0,9800.0,TikTok
285,abbieherbert,AbbieHerbert,12200000.0,4600000.0,619200.0,1600.0,772.0,TikTok
286,yazidoe,YaziDoe,958900.0,2000000.0,297400.0,2800.0,8400.0,TikTok
287,loewhaley,Laura,1400000.0,2500000.0,232000.0,1200.0,10600.0,TikTok
288,georgieanthony,georgie munoz,2200000.0,1800000.0,294300.0,3000.0,9500.0,TikTok
289,.blue_devil,Why Not ? ✧,941900.0,4800000.0,486400.0,1500.0,1300.0,TikTok
290,ya_gazdanova,Нина Газданова,3400000.0,3700000.0,184000.0,932.0,8800.0,TikTok
291,piperrockelle,Piperrockelle,9000000.0,2400000.0,275400.0,9300.0,517.0,TikTok
292,incorrectlyroce,Roce Ordoñez,5000000.0,3100000.0,499500.0,1900.0,2200.0,TikTok
293,wayeelkaboy10,Wayeelka boy10,852400.0,3700000.0,169600.0,5600.0,4300.0,TikTok
294,joaoferdnan,João Ferdnan,7400000.0,2000000.0,238500.0,4200.0,9100.0,TikTok
295,simpleputin,Просто Путин,6000000.0,3100000.0,157900.0,10600.0,2200.0,TikTok
296,chapaevva,чапаева,1900000.0,3800000.0,347700.0,2900.0,1700.0,TikTok
297,lyna_com,lyna_com2000,4400000.0,3400000.0,451300.0,3000.0,1100.0,TikTok
298,arigameplays,AriGameplays,19300000.0,2600000.0,444600.0,4500.0,915.0,TikTok
299,tommyinnit,Tommy,11500000.0,1500000.0,432100.0,7600.0,1900.0,TikTok
300,arigameplays,AriGameplays,19300000.0,2600000.0,444600.0,4500.0,915.0,TikTok
301,tommyinnit,Tommy,11500000.0,1500000.0,432100.0,7600.0,1900.0,TikTok
302,alexisomman,Alexis Omman,9200000.0,1600000.0,330000.0,5100.0,6500.0,TikTok
303,samadhiza_,samadhiza,7400000.0,3700000.0,418300.0,2100.0,1800.0,TikTok
304,joerauth_,Joe rauth,4900000.0,2900000.0,463000.0,1600.0,2900.0,TikTok
305,danielarodrice,Daniela Rodrice,9900000.0,4200000.0,735700.0,1500.0,391.0,TikTok
306,official_kep1er,Kep1er,3500000.0,1800000.0,395000.0,5500.0,2700.0,TikTok
307,sucss.s,Açucena Guirra,9700000.0,2600000.0,468100.0,3000.0,1900.0,TikTok
308,veydi_rush,veydi_rush,8000000.0,2900000.0,456800.0,2600.0,1800.0,TikTok
309,davidsiwonchoi,최시원 • Siwon Choi,1900000.0,1300000.0,314300.0,8600.0,5600.0,TikTok
310,livvy,Olivia Dunne,5100000.0,2700000.0,316000.0,4900.0,1800.0,TikTok
311,catherineealicia,catheez,1300000.0,2300000.0,306400.0,5900.0,2200.0,TikTok
312,bonjee,Bonjee,1800000.0,1800000.0,382900.0,2500.0,5900.0,TikTok
313,tuckercomedy,Tucker Reynolds,2000000.0,1600000.0,225200.0,2900.0,12700.0,TikTok
314,jennifer_aplicano,Jennifer Aplícano,1000000.0,2500000.0,248500.0,3700.0,5400.0,TikTok
315,qonitcah,Qonitcah | Health Education,1400000.0,3100000.0,277500.0,4400.0,2000.0,TikTok
316,carolcastromx,Carol Castro,9700000.0,3400000.0,564200.0,2400.0,508.0,TikTok
317,vorostwins,vorostwins,2600000.0,2700000.0,344100.0,3800.0,2100.0,TikTok
318,tiagodionisio,Tiago_Dionisio,5500000.0,2400000.0,227000.0,1100.0,8900.0,TikTok
319,magic_daniell,Magic Daniell,9000000.0,4500000.0,503400.0,2000.0,427.0,TikTok
320,3tl.team,3TL,1600000.0,4400000.0,380900.0,2700.0,493.0,TikTok
321,nessaabarrett,Nessa Barrett,17900000.0,2800000.0,338200.0,3800.0,2000.0,TikTok
322,saeemm2002,Samantha Ancheta,4100000.0,1800000.0,396900.0,4000.0,3600.0,TikTok
323,nate.dawg.com,Nate dawg,230200.0,2400000.0,434500.0,3300.0,1900.0,TikTok
324,larissagloor,𝗟𝗮𝗿𝗶𝘀𝘀𝗮 𝗚𝗹𝗼𝗼𝗿,2600000.0,2900000.0,489400.0,2400.0,1300.0,TikTok
325,xshueur,ғᴇᴇʟɪɴɢ,256600.00000000003,2400000.0,186000.0,0.0,11700.0,TikTok
326,cleanpuppy,Chloe Cherry,1700000.0,3600000.0,617400.0,1700.0,612.0,TikTok
327,tootymcnooty,TootyMcNooty,7300000.0,1500000.0,401100.0,2200.0,6400.0,TikTok
328,miakhalifa,Mia K.,32500000.0,3700000.0,340300.0,3500.0,644.0,TikTok
329,notraymodeli,Modeli,1900000.0,1800000.0,404300.0,2700.0,4300.0,TikTok
330,axelwebber,Axel,4200000.0,2400000.0,544700.0,3400.0,522.0,TikTok
331,baebyshaa,shalynne,324600.0,3000000.0,650300.0,1400.0,1200.0,TikTok
332,momonatamada,Momona Tamada,3700000.0,2700000.0,489400.0,3300.0,473.0,TikTok
333,nikkietutorials,nikkietutorials,5100000.0,4300000.0,536600.0,1200.0,987.0,TikTok
334,spicyycam_,Spicy Cam,18200000.0,3500000.0,428100.0,3000.0,295.0,TikTok
335,sa_ro01,sara💜,3400000.0,3300000.0,265900.0,4600.0,1100.0,TikTok
336,byniaromero,Nia Romero,10400000.0,4000000.0,531100.0,2000.0,291.0,TikTok
337,_vqsngi.03_,Ghét môn Toán =))),87700.0,2600000.0,367500.0,3300.0,1800.0,TikTok
338,oblomoffrecipe,oblomoffrecipe,5300000.0,3000000.0,271800.0,1200.0,4800.0,TikTok
339,yg_treasure_tiktok,yg_treasure_official,3500000.0,1700000.0,355300.0,4100.0,4200.0,TikTok
340,luq_music,LUQ_MUSIC,165700.0,2000000.0,237000.0,5900.0,4300.0,TikTok
341,bradtheboxer,Just brad,2000000.0,2500000.0,216700.0,3600.0,5300.0,TikTok
342,ftedooda,🛄,23500.0,1200000.0,219400.0,2800.0,16400.0,TikTok
343,kurtisconner,kurtis conner,1800000.0,2200000.0,465800.0,3100.0,1500.0,TikTok
344,maskrayy1,maskrayy1,4500000.0,7000000.0,280900.0,1200.0,1200.0,TikTok
345,babybella777,Bella Hadid,4400000.0,3000000.0,504500.0,2600.0,614.0,TikTok
346,trainee_a,Trainee A,2700000.0,1300000.0,384000.0,5300.0,4200.0,TikTok
347,texasbushman,Texas BUSHMAN,1200000.0,2400000.0,242600.0,1500.0,6700.0,TikTok
348,ugolord,⚖️ The TikTok Attorney ⚖️,5300000.0,2800000.0,281000.0,5600.0,497.0,TikTok
349,fedevigevani,Fede Vigevani,12600000.0,2700000.0,370400.0,4000.0,721.0,TikTok
350,nam_patcharaporn,Namfon,656500.0,2200000.0,374000.0,3000.0,2600.0,TikTok
351,endomarf,☻☆EndoMarfa☆☻,517200.00000000006,1700000.0,516500.0,3400.0,2000.0,TikTok
352,dasigantung,Dasi Gantung,5100000.0,3500000.0,497800.0,1500.0,1200.0,TikTok
353,llucastorresg,Lucas Torres,831400.0,1500000.0,328500.0,4500.0,4900.0,TikTok
354,bungalow_jonathan,Bungalow Jonathan,251200.0,1500000.0,116600.0,994.0,25100.0,TikTok
355,.aidenbeaudry,.aidenbeaudry_official,483300.0,2000000.0,344800.0,3100.0,3500.0,TikTok
356,cbum,Chris Bumstead,2000000.0,2000000.0,389100.0,2600.0,3200.0,TikTok
357,rebeccazamolo,rebecca zamolo,16800000.0,2300000.0,233900.0,7900.0,701.0,TikTok
358,farrelhkeem,FA🧛,179100.0,1800000.0,292900.0,2100.0,6400.0,TikTok
359,cellat36,cellat36,8199999.999999999,2400000.0,212300.0,6400.0,2400.0,TikTok
360,clexxd,clexxd,8900000.0,2400000.0,227300.0,8100.0,118.0,TikTok
361,yodeege,Deege,905900.0,2300000.0,366900.0,1900.0,3500.0,TikTok
362,brentrivera,Brent Rivera,42800000.0,2600000.0,492800.0,3000.0,433.0,TikTok
363,herranwalt,Herr Anwalt,5300000.0,2200000.0,302700.0,3800.0,3000.0,TikTok
364,europaleague,Europa League,2100000.0,2800000.0,346800.0,2000.0,2500.0,TikTok
365,danivallem,Dani Valle,3900000.0,1600000.0,130500.0,1100.0,19900.0,TikTok
366,nourmar5,nourmar5,14300000.0,1300000.0,145900.0,13000.0,10100.0,TikTok
367,nada_m7amed,دودا🦹🏻🤍,5800000.0,3400000.0,281200.0,2300.0,2300.0,TikTok
368,ox_zung,원정맨 WonJeong,41100000.0,2800000.0,399400.0,3200.0,727.0,TikTok
369,thor.aya,Thoraya Maronesy,1500000.0,2700000.0,468300.0,2100.0,1300.0,TikTok
370,caocuongvu,caocuongvu,3400000.0,2900000.0,346000.0,3100.0,1300.0,TikTok
371,renpc_,✨Ren PC✨,3200000.0,1700000.0,318000.0,2400.0,5600.0,TikTok
372,julesleblanc,jules,18600000.0,2900000.0,657500.0,1800.0,516.0,TikTok
373,alexhook2303,Александр,4300000.0,1300000.0,253600.0,10800.0,2300.0,TikTok
374,laurahfritz,laura & lena,2500000.0,2200000.0,400800.0,1500.0,3300.0,TikTok
375,corvii_ff,EL CORVII 🍭,10500000.0,2500000.0,427700.0,3800.0,215.0,TikTok
376,gabimfmoura,Gabriela Moura,7700000.0,2600000.0,381300.0,1900.0,2400.0,TikTok
377,bottleofdjinn,HIM,706300.0,2800000.0,582700.0,1600.0,1100.0,TikTok
378,mohmadtra,ترفولتا,1800000.0,4400000.0,304700.0,2000.0,1200.0,TikTok
379,respectme90,Football  ⚽️ футбол,658100.0,2000000.0,243100.0,3700.0,5000.0,TikTok
380,soycintiacossio,Cintia Cossio,4100000.0,5700000.0,480000.0,702.0,838.0,TikTok
381,thegoodhype,Goodlin Siblings,1700000.0,2500000.0,443500.0,1600.0,2200.0,TikTok
382,carolvillanes,Carol Villanes,4100000.0,1800000.0,312300.0,7000.0,458.0,TikTok
383,just_jenoah_,Jenoah Santiago,1400000.0,2400000.0,488500.0,1500.0,2000.0,TikTok
384,datdo0803,Đỗ Đạt,6500000.0,4600000.0,368800.0,1700.0,732.0,TikTok
385,robgronkowski,gronk,2400000.0,2400000.0,332000.0,1700.0,3500.0,TikTok
386,___nicoichi___,NICO【平成フラミンゴ】,1300000.0,2700000.0,288900.0,3200.0,2100.0,TikTok
387,pablitocastilloo,pablitocastilloo,4500000.0,1800000.0,225600.0,1400.0,9000.0,TikTok
388,iamjonathanpeter,Jonathan Peter,12700000.0,3200000.0,379000.0,999.0,2400.0,TikTok
389,meowlife7,Cats is life,876400.0,2300000.0,311500.0,1600.0,4100.0,TikTok
390,pimpiriya1,PIM PIRIYA,1300000.0,2900000.0,567900.0,1200.0,1300.0,TikTok
391,ferchugimenez,Fernanda,4300000.0,3300000.0,456500.0,1400.0,1300.0,TikTok
392,homm9k,ХОМЯК,39000000.0,2800000.0,385800.0,3000.0,752.0,TikTok
393,mndiaye_97,mndiaye_97,14200000.0,2200000.0,411900.0,2300.0,2200.0,TikTok
394,linatejeiro8,Lina Tejeiro,4000000.0,4000000.0,295900.0,992.0,2400.0,TikTok
395,www.m4th.com,math!eu,6900.0,1300000.0,309200.0,6500.0,3500.0,TikTok
396,dovecameron,Dove Cameron,9000000.0,1800000.0,380500.0,4500.0,1300.0,TikTok
397,sjbleau,SJ,12300000.0,3600000.0,420300.0,1700.0,914.0,TikTok
398,ginescorreguela,Ginés correguela,776400.0,2800000.0,140500.0,2600.0,7700.0,TikTok
399,mrzeooficial,MR ZEO 🇩🇴,16100000.000000002,2000000.0,251100.0,2000.0,5900.0,TikTok
400,stellajero16,Vester Ajero,1200000.0,1100000.0,265700.0,10900.0,2500.0,TikTok
401,teokun711abc,テオくん@幸せ者,1200000.0,2800000.0,317600.0,1800.0,2600.0,TikTok
402,ajo.ozil,𝙆𝙪𝙧𝙣𝙞𝙖 van 𝙂𝙪𝙨𝙢𝙖𝙣,900000.0,6400000.0,250800.0,825.0,1600.0,TikTok
403,mr_paul.boy,"Паул, либо просто Паша",7200000.0,2200000.0,426000.0,3000.0,1100.0,TikTok
404,rblx.dreyzon,🤍 ДРЭЙЗОН • РОБЛОКС 🤍,1300000.0,1900000.0,234000.0,7400.0,1200.0,TikTok
405,mattiastanga,Mattia Stanga,2300000.0,1600000.0,242400.0,1300.0,8600.0,TikTok
406,hannahbahng,hannahbahng,1900000.0,1500000.0,471300.0,4100.0,1300.0,TikTok
407,haositofficial,HaositOfficial,1200000.0,1700000.0,344600.0,5600.0,936.0,TikTok
408,kdramas_klis,✨KLIS✨,860300.0,2800000.0,368500.0,1400.0,2300.0,TikTok
409,mhc_f_f,✧☽ 𝒹 𝓇 𝑒 𝒶 𝓂 𝒾 𝓃 𝑔 ☾✧,1100000.0,1700000.0,269900.0,1400.0,7000.0,TikTok
410,yurielkysojeda,Yurielkys Ojeda,12200000.0,4000000.0,481000.0,1300.0,667.0,TikTok
411,elsalsely00,🥇 السلسيلي 🥇,4300000.0,4600000.0,177200.0,612.0,4000.0,TikTok
412,mayanelsayed,Mayan El Sayed,3500000.0,4400000.0,263500.0,1200.0,2100.0,TikTok
413,wasyanka,Василий,2500000.0,1700000.0,124000.0,1000.0,16800.0,TikTok
414,vidhia_r,Vidhi_R,4400000.0,2700000.0,290600.0,3200.0,1600.0,TikTok
415,com.yamato0515,【コムドット】やまと,1700000.0,2000000.0,271000.0,4900.0,1900.0,TikTok
416,kaylamalecc,kayla,6600000.0,2200000.0,363100.0,4400.0,267.0,TikTok
417,munchieslab,Martín,2700000.0,2400000.0,180500.0,796.0,7600.0,TikTok
418,albert_cancook,Albert Niazhvinski,4000000.0,4200000.0,403400.0,1400.0,712.0,TikTok
419,juaniquilador,JuanSGuarnizo,8600000.0,2000000.0,452200.0,1600.0,2500.0,TikTok
420,cerenyaldz,Ceren Yaldız,9200000.0,2200000.0,164500.0,8500.0,1300.0,TikTok
421,thedannyphantom,danny,80100.0,1900000.0,177100.0,7800.0,2700.0,TikTok
422,cindylauw,CindyLauw,148600.0,2200000.0,323900.0,4500.0,439.0,TikTok
423,gehadhassann,Gehad hassan👸🏻,7300000.0,1400000.0,177000.0,3500.0,10700.0,TikTok
424,dudamaryah,dudamaryah,4100000.0,3000000.0,340700.0,2000.0,1400.0,TikTok
425,the.revival,Revival,392800.0,2200000.0,283800.0,1200.0,4400.0,TikTok
426,gavinmagnus,GavinMagnus,5200000.0,2000000.0,254900.0,6400.0,412.0,TikTok
427,ermmm.umm,user569215425698,2100.0,1900000.0,254500.0,2300.0,4800.0,TikTok
428,thegerbers_,🧡Маша и Роберт🧡,5300000.0,3700000.0,375300.0,2100.0,344.0,TikTok
429,hiagodosvideos,Hiago Marques,1200000.0,2600000.0,365400.0,2000.0,1600.0,TikTok
430,andweaso,Andrea,5900000.0,3000000.0,542100.0,1200.0,884.0,TikTok
431,luisvelody,Luis Velody,6200000.0,3300000.0,459900.0,910.0,1300.0,TikTok
432,yoshi30244781481,にっしー,3900000.0,4000000.0,409600.0,1200.0,837.0,TikTok
433,the_joe_gatto,joe_gatto,6500000.0,2900000.0,247700.0,1400.0,3200.0,TikTok
434,frankielapenna,Frankie LaPenna,1800000.0,4900000.0,411700.0,735.0,943.0,TikTok
435,.diana__tc,Diana TC,2900000.0,3200000.0,348700.0,1900.0,1100.0,TikTok
436,matsudake,M2DK/マツダ家の日常,4700000.0,8100000.0,199800.0,1200.0,833.0,TikTok
437,anokhinalz,Аnokhina Liza,35600000.0,2800000.0,374000.0,2800.0,379.0,TikTok
438,mranto,Anto Garcia,8199999.999999999,6500000.0,274700.0,1300.0,570.0,TikTok
439,iheartmemphis,iHeartMemphis🔥,12500000.0,4300000.0,260200.0,2300.0,687.0,TikTok
440,sobrevivente13,Edelson Ribeiro,4100000.0,2200000.0,188300.0,1700.0,6200.0,TikTok
441,pam_a_cake,Pam,4100000.0,3500000.0,487400.0,1600.0,334.0,TikTok
442,ardkth,𝐊𝐢𝐦 𝐀𝐑𝐝,1300000.0,1100000.0,350400.0,2000.0,6500.0,TikTok
443,cemresolmaz,cemre solmaz,10200000.0,2200000.0,180900.0,7200.0,976.0,TikTok
444,philipdefranco,Philip DeFranco,1900000.0,2500000.0,319200.0,2800.0,1300.0,TikTok
445,otakoyakisoba,otakoyakisoba,14100000.0,2800000.0,278800.0,1800.0,2300.0,TikTok
446,freeritzyralph,Ritzyralph,1400000.0,1500000.0,375400.0,3300.0,2400.0,TikTok
447,jhothsa,jhothsa,12300000.0,1700000.0,224700.0,1700.0,6700.0,TikTok
448,icebox,icebox,6200000.0,3000000.0,277200.0,3300.0,517.0,TikTok
449,tatiana1964_2,Татьяна,31000.0,1700000.0,12400.0,207.0,151800.0,TikTok
450,nmixx_official,NMIXX,1100000.0,1600000.0,318500.0,4200.0,2100.0,TikTok
451,bmbsh7,بمبش السيد♦️bimbsh♦️,3800000.0,1800000.0,289500.0,3800.0,2300.0,TikTok
452,jackjos3ph,Jack Joseph,2400000.0,1400000.0,246300.0,3500.0,5700.0,TikTok
453,bikedasher,Patrick,2200000.0,3300000.0,370400.0,2200.0,427.0,TikTok
454,benjikrol,Benji Krol,30300000.0,2400000.0,338900.0,3400.0,488.0,TikTok
455,djmariio,DjMaRiiO,983800.0,2200000.0,329200.0,1300.0,3000.0,TikTok
456,reeh__augusto,Reeh Augusto,3700000.0,2100000.0,371800.0,2500.0,1600.0,TikTok
457,onlyjayus,Bella Avila,17600000.0,2300000.0,344700.0,2600.0,1300.0,TikTok
458,sabrinacarpenter,Sabrina Carpenter,12000000.0,2200000.0,298800.0,2800.0,1900.0,TikTok
459,barbaracoura,Bárbara Coura,8000000.0,2400000.0,384300.0,2200.0,1200.0,TikTok
460,ngikuttrendaja,Ahmad Rizki,192800.0,3700000.0,304500.0,1500.0,1200.0,TikTok
461,rayssabuq,Rayssa Buq,5400000.0,1800000.0,326800.0,2600.0,2600.0,TikTok
462,olisboa,LISBOA,612000.0,3000000.0,505000.0,944.0,1100.0,TikTok
463,mimiermakeup,Mirta Miler,14500000.0,2700000.0,448600.0,2200.0,367.0,TikTok
464,verycooll_real,Very Cool,1400000.0,3100000.0,234500.0,1300.0,3000.0,TikTok
465,just.hamilton,Just Hamilton,2300000.0,1700000.0,271600.0,2900.0,3900.0,TikTok
466,michou_yt,Michou,6700000.0,3600000.0,256400.0,2800.0,456.0,TikTok
467,gregisms,Gregisms’ Neighborhood,2200000.0,975500.0,168000.0,6700.0,11600.0,TikTok
468,butt.erhand,Lucie,176400.0,2200000.0,201500.0,514.0,6200.0,TikTok
469,gbandme,GB and ME,5700000.0,1600000.0,250100.0,4800.0,2700.0,TikTok
470,fransfaisal_real,frans faisal,272900.0,2500000.0,278800.0,3300.0,926.0,TikTok
471,officialjellyroll,Jelly Roll,2400000.0,2300000.0,290800.0,2600.0,1800.0,TikTok
472,lossiblings_,Lossiblings🍭,23600000.0,2800000.0,396900.0,1800.0,863.0,TikTok
473,davidgetial,deivis,13300000.0,3200000.0,439400.0,1800.0,302.0,TikTok
474,zodiac.boyfriend,Zodiac Boyfriend🪐🔮,1600000.0,1600000.0,219700.0,3600.0,4700.0,TikTok
475,michellerenaud,Michelle Renaud,2300000.0,4200000.0,357800.0,1100.0,801.0,TikTok
476,kelvin__silvaa,Kelvin__silvaaa,3400000.0,2000000.0,163600.0,1100.0,7700.0,TikTok
477,user4350486101671,user4350486101671,16200000.0,1600000.0,302300.0,4700.0,1300.0,TikTok
478,jeison_giraldo,JeisonGiraldo,24600000.0,3400000.0,426500.0,1700.0,300.0,TikTok
479,chrisdelia,ChrisDElia,1700000.0,1800000.0,268500.0,643.0,5500.0,TikTok
480,lightskinkeisha,LightSkinKeisha,1900000.0,2000000.0,303200.0,1200.0,3500.0,TikTok
481,larasilvan,Tik Toker,15900000.0,1800000.0,351300.0,3400.0,1100.0,TikTok
482,la_lerma,LERMITA,11600000.0,2700000.0,354300.0,1200.0,1800.0,TikTok
483,duolingo,Duolingo,3400000.0,1500000.0,281100.0,4500.0,2300.0,TikTok
484,danythegaggio,Daniele Cabras,2700000.0,1400000.0,214200.0,1700.0,7800.0,TikTok
485,dari_wadha_home,Dari_wadha_home,1400000.0,2900000.0,182100.0,2400.0,2900.0,TikTok
486,pkllipe,Pk,16500000.0,2200000.0,383900.0,1600.0,1800.0,TikTok
487,aloserishere_,𝙇𝙤𝙨𝙚𝙧.,159400.0,1100000.0,165500.0,6600.0,8800.0,TikTok
488,olivertree,Oliver Tree,12500000.0,3000000.0,324100.0,1800.0,1100.0,TikTok
489,lonely.moods,:),354500.0,815500.0,214000.0,5400.0,10600.0,TikTok
490,jessnolimit999,Jess No Limit,5300000.0,2700000.0,264700.0,3100.0,877.0,TikTok
491,sooshimango,Sooshi Mango,483400.0,1100000.0,100700.0,3500.0,21700.0,TikTok
492,spider_slack,spider_slack,31600000.0,2600000.0,314300.0,1700.0,1700.0,TikTok
493,realmadrid,Real Madrid C.F.,11700000.0,2100000.0,300500.0,3000.0,1500.0,TikTok
494,leanadeeb,Leana Deeb,4200000.0,2600000.0,426900.0,1000.0,1500.0,TikTok
495,jonathanbecerraoficial,Jonathan Becerra,1200000.0,2300000.0,173400.0,1500.0,5500.0,TikTok
496,officialturk,Officialturk,26100.0,1100000.0,237000.0,7500.0,3400.0,TikTok
497,isabuenox,Isabelle Bueno,2800000.0,1900000.0,410400.0,2500.0,1000.0,TikTok
498,peachypollo,Emillee,1400000.0,2300000.0,480600.0,749.0,1700.0,TikTok
499,monabouchon_,Monabouchon,139100.0,1500000.0,127600.0,468.0,13700.0,TikTok
500,monabouchon_,Monabouchon,139100.0,1500000.0,127600.0,468.0,13700.0,TikTok
501,reymbayang,Rey,3300000.0,2300000.0,273300.0,1900.0,2400.0,TikTok
502,noahbeck,noah beck,32800000.0,2900000.0,342700.0,2300.0,439.0,TikTok
503,limaunipisofficial,limaunipisofficial,602600.0,1500000.0,107700.0,1300.0,15400.0,TikTok
504,therealhammytv,TheRealHammyTV,13300000.0,3700000.0,156500.0,884.0,3800.0,TikTok
505,matheusevitoriaofc,Matheus e Vitoria,6900000.0,2000000.0,317900.0,2200.0,2000.0,TikTok
506,7iprast,𝗶𝗡𝗦𝗢𝗠,3600000.0,1700000.0,163500.0,1100.0,8600.0,TikTok
507,oli_natu,Oli Natu,7900000.0,2900000.0,408300.0,1200.0,1100.0,TikTok
508,sebbylaz,Seb Laz,4100000.0,1800000.0,238600.0,5500.0,894.0,TikTok
509,r___.89,𝑀𝑖𝑠𝑡𝑒𝑟 𝑅𝑒𝑒𝑚𝑎 😾✨.,3500000.0,1800000.0,299800.0,3800.0,1300.0,TikTok
510,anwar,Anwar Jibawi,11700000.0,2500000.0,275900.0,1300.0,2500.0,TikTok
511,blake.snider,Blake Snider,4600.0,2800000.0,150700.0,967.0,5500.0,TikTok
512,alejwho,Alejandro,983500.0,1500000.0,279100.0,2500.0,4100.0,TikTok
513,anitta,Anitta,17200000.0,3800000.0,263400.0,1600.0,1000.0,TikTok
514,tangychu,Танги штоле,20900.0,1300000.0,259400.0,2100.0,5700.0,TikTok
515,newt,newt,9400000.0,2300000.0,378500.0,1400.0,1600.0,TikTok
516,brookemonk_,Brooke Monk,19000000.0,2700000.0,339600.0,2000.0,867.0,TikTok
517,psg,psg,25300000.0,2700000.0,319200.0,2200.0,777.0,TikTok
518,roy.0fficial,Roy.official,290800.0,1200000.0,108400.0,432.0,19600.0,TikTok
519,nicollefigueroaa,Nicolle Figueroa,9600000.0,2500000.0,343000.0,2500.0,546.0,TikTok
520,ucgj7,☝️Биполярочка👆,1500000.0,1800000.0,179800.0,6200.0,1800.0,TikTok
521,startup.mp4,startup.mp4,98000.0,944300.0,246600.0,4700.0,6400.0,TikTok
522,beca,Rebeca Barreto,21900000.0,2300000.0,297700.0,3000.0,819.0,TikTok
523,glebpiano,Глеб Пьяных,457300.0,3000000.0,75000.0,3100.0,8400.0,TikTok
524,emilyfauver,emily&ella,3300000.0,2500000.0,377900.0,1300.0,1500.0,TikTok
525,mikaylanogueira,Mikayla Nogueira,11200000.0,2200000.0,323800.0,3000.0,657.0,TikTok
526,ivanovik.83,ivanovik.1983,172700.0,2300000.0,91500.0,1100.0,11100.0,TikTok
527,francis.bourgeois,Francis Bourgeois,2300000.0,2000000.0,193000.0,1600.0,5000.0,TikTok
528,kaan.etm,Kaan,2600000.0,2000000.0,358400.0,2800.0,807.0,TikTok
529,ramonvitor,ramonvitor,2200000.0,1800000.0,397900.0,2500.0,1100.0,TikTok
530,imreddtv,REDD,883100.0,3200000.0,190800.0,1200.0,3100.0,TikTok
531,scarlettsspam2,scarlett,1100000.0,2200000.0,204700.0,4500.0,1200.0,TikTok
532,siscakohl,Sisca Kohl,10400000.0,2600000.0,306500.0,2200.0,986.0,TikTok
533,_andrewcurtiss,Andrew Curtis,2400000.0,1300000.0,274000.0,4800.0,2500.0,TikTok
534,_xndirizlky_,_xndi rizlky_,11500.0,3700000.0,166500.0,2200.0,1800.0,TikTok
535,kingmajesty_princessrose,Nelson and Rose,155000.0,1600000.0,109600.0,1300.0,13000.0,TikTok
536,serchexmx,Serchex,123100.0,1400000.0,265000.0,2900.0,3700.0,TikTok
537,hoaminzy_hoadambut,Hoà Minzy,4000000.0,3200000.0,345000.0,1800.0,423.0,TikTok
538,samsung_guy,Callum,117500.0,1800000.0,237200.0,4900.0,850.0,TikTok
539,arbooks__,Arbooks,392100.0,2100000.0,223800.0,2600.0,2600.0,TikTok
540,eduincaz5,Eduin Caz,5200000.0,2800000.0,278700.0,1200.0,1900.0,TikTok
541,agigigrigio,Giovanna Grigio,2000000.0,3600000.0,325000.0,1700.0,407.0,TikTok
542,kienreview90,Kien Review,9800000.0,4500000.0,254100.0,1300.0,850.0,TikTok
543,kallmewhateveryouwant,kallmewhateveryouwant,10900000.0,1800000.0,342300.0,3200.0,744.0,TikTok
544,kopke613,kopke613,3600000.0,1100000.0,141800.0,2200.0,13200.0,TikTok
545,colewherld,colegonzales,4900000.0,2100000.0,297200.0,696.0,3200.0,TikTok
546,zloinvfx,Stanislav Anisimov,135800.0,3300000.0,172600.0,899.0,3300.0,TikTok
547,yordy_yor,Yordy_Yor,1200000.0,3800000.0,146200.0,3700.0,671.0,TikTok
548,countingshleeps,blake,2100000.0,1700000.0,265600.0,2800.0,2600.0,TikTok
549,jasminechiswell,Jasmine Chiswell,15200000.0,3400000.0,404400.0,1500.0,212.0,TikTok
550,fjerry,FJerry,3000000.0,1400000.0,109500.0,3000.0,12600.0,TikTok
551,roportajadam,Mahsun Karaca,930100.0,2700000.0,157000.0,564.0,5100.0,TikTok
552,outtpig,Cameron Perez,1600000.0,1500000.0,350200.0,2200.0,2300.0,TikTok
553,qpark,Q Park,30200000.0,3200000.0,216000.0,1600.0,1800.0,TikTok
554,andcarli,Anderson Carli,6000000.0,4400000.0,234000.0,1800.0,500.0,TikTok
555,mitzakoff,lucasmitzakoff,1900000.0,1300000.0,270300.0,2400.0,4200.0,TikTok
556,itsjojosiwa,JoJo Siwa,40700000.0,3000000.0,370200.0,1700.0,383.0,TikTok
557,good.boy.ollie,Good Boy Ollie,2800000.0,2100000.0,344300.0,1100.0,2100.0,TikTok
558,alaa.ayyman,ALaa Ayman,8199999.999999999,3700000.0,364600.0,820.0,935.0,TikTok
559,jj_olatunji4,🇬🇧🇬🇧🇬🇧,1600000.0,2300000.0,334600.0,591.0,2400.0,TikTok
560,leaelui,Lea Elui,17000000.0,2800000.0,375900.0,1100.0,1200.0,TikTok
561,innkastar,Innkastar,11600000.0,2600000.0,193500.0,4000.0,666.0,TikTok
562,anilinom,anilinom,11800000.0,10600000.0,136800.0,441.0,1200.0,TikTok
